polybagDataId,ownedPolybag,dayAfterPlanted,ec,n,p,k,ph,createdAt,updatedAt
826,1,34,1.6828334170465769,29.93,14.53,20.91,6.47,2024-02-03 00:00:00,2024-02-03 00:00:00
827,1,34,1.546497099169176,20.7,12.28,17.86,5.89,2024-02-03 04:48:00,2024-02-03 04:48:00
828,1,34,1.474535091394176,28.78,9.63,28.35,6.52,2024-02-03 09:36:00,2024-02-03 09:36:00
829,1,34,1.8568840129964261,15.67,13.25,33.12,5.53,2024-02-03 14:24:00,2024-02-03 14:24:00
830,1,34,1.078749611651722,13.36,11.23,22.59,6.3,2024-02-03 19:12:00,2024-02-03 19:12:00
831,2,34,1.6934341626675873,18.23,5.77,24.75,5.72,2024-02-03 00:00:00,2024-02-03 00:00:00
832,2,34,1.8282040465499054,19.81,8.02,31.38,6.45,2024-02-03 04:48:00,2024-02-03 04:48:00
833,2,34,1.912778992370897,13.7,5.97,27.82,6.16,2024-02-03 09:36:00,2024-02-03 09:36:00
834,2,34,1.2793098503679663,26.57,8.05,15.71,6.02,2024-02-03 14:24:00,2024-02-03 14:24:00
835,2,34,1.5163833889602853,19.78,12.65,33.72,6.73,2024-02-03 19:12:00,2024-02-03 19:12:00
836,3,34,1.0204422063720506,15.94,5.99,16.07,6.52,2024-02-03 00:00:00,2024-02-03 00:00:00
837,3,34,1.0200008575167083,18.27,10.9,34.71,6.18,2024-02-03 04:48:00,2024-02-03 04:48:00
838,3,34,1.3296977712420746,28.91,10.07,26.64,6.14,2024-02-03 09:36:00,2024-02-03 09:36:00
839,3,34,1.5940683624849843,29.26,10.89,31.16,5.65,2024-02-03 14:24:00,2024-02-03 14:24:00
840,3,34,1.7794037933675808,16.42,11.68,18.88,6.49,2024-02-03 19:12:00,2024-02-03 19:12:00
841,4,34,1.0118610777261188,22.36,10.65,20.02,6.38,2024-02-03 00:00:00,2024-02-03 00:00:00
842,4,34,1.7530806389156837,16.2,10.81,25.75,6.27,2024-02-03 04:48:00,2024-02-03 04:48:00
843,4,34,1.0513984493716189,13.49,7.03,18.01,6.73,2024-02-03 09:36:00,2024-02-03 09:36:00
844,4,34,1.1875185202171004,19.15,11.16,15.06,5.85,2024-02-03 14:24:00,2024-02-03 14:24:00
845,4,34,1.524979174197365,14.6,5.53,25.45,6.32,2024-02-03 19:12:00,2024-02-03 19:12:00
846,5,34,1.0043595226276334,25.16,10.65,31.75,6.81,2024-02-03 00:00:00,2024-02-03 00:00:00
847,5,34,1.077842345874667,24.17,14.55,16.12,6.39,2024-02-03 04:48:00,2024-02-03 04:48:00
848,5,34,1.3126984587427368,17.34,9.38,15.41,6.26,2024-02-03 09:36:00,2024-02-03 09:36:00
849,5,34,1.9121108415796186,21.54,9.58,24.39,5.91,2024-02-03 14:24:00,2024-02-03 14:24:00
850,5,34,1.6278628759509965,29.89,12.69,19.53,5.59,2024-02-03 19:12:00,2024-02-03 19:12:00
851,1,35,1.147356484473296,13.9,9.96,25.52,6.43,2024-02-04 00:00:00,2024-02-04 00:00:00
852,1,35,1.2835176904584946,25.13,10.11,21.04,6.17,2024-02-04 04:48:00,2024-02-04 04:48:00
853,1,35,1.6086452182242676,22.45,10.33,30.95,6.19,2024-02-04 09:36:00,2024-02-04 09:36:00
854,1,35,1.009528363850652,21.18,7.44,20.94,6.0,2024-02-04 14:24:00,2024-02-04 14:24:00
855,1,35,1.615629427165357,25.29,10.75,19.34,6.9,2024-02-04 19:12:00,2024-02-04 19:12:00
856,2,35,1.2333249194220093,13.61,8.28,25.41,5.89,2024-02-04 00:00:00,2024-02-04 00:00:00
857,2,35,1.4995324053621757,15.99,12.27,28.72,6.65,2024-02-04 04:48:00,2024-02-04 04:48:00
858,2,35,1.7578017315965702,17.37,5.52,21.98,5.69,2024-02-04 09:36:00,2024-02-04 09:36:00
859,2,35,1.1317485006051853,28.64,9.22,33.39,5.9,2024-02-04 14:24:00,2024-02-04 14:24:00
860,2,35,1.1523264128218664,27.42,10.05,29.94,5.75,2024-02-04 19:12:00,2024-02-04 19:12:00
861,3,35,1.674499872021133,19.24,9.91,32.41,5.5,2024-02-04 00:00:00,2024-02-04 00:00:00
862,3,35,1.1239901643117394,15.9,11.48,19.8,5.89,2024-02-04 04:48:00,2024-02-04 04:48:00
863,3,35,1.7746853452400262,24.53,10.68,15.94,5.96,2024-02-04 09:36:00,2024-02-04 09:36:00
864,3,35,1.5282823645588564,12.76,8.6,34.07,5.99,2024-02-04 14:24:00,2024-02-04 14:24:00
865,3,35,1.4390200414424754,20.31,12.38,34.03,6.74,2024-02-04 19:12:00,2024-02-04 19:12:00
866,4,35,1.7024119507252011,12.07,6.87,32.55,6.37,2024-02-04 00:00:00,2024-02-04 00:00:00
867,4,35,1.0930463763474039,11.83,5.38,18.75,5.51,2024-02-04 04:48:00,2024-02-04 04:48:00
868,4,35,1.8275524054200059,10.66,9.23,20.83,6.37,2024-02-04 09:36:00,2024-02-04 09:36:00
869,4,35,1.4048475251999295,17.2,14.52,27.1,5.97,2024-02-04 14:24:00,2024-02-04 14:24:00
870,4,35,1.349984811413709,18.55,8.21,33.42,6.38,2024-02-04 19:12:00,2024-02-04 19:12:00
871,5,35,1.0839392813209487,12.69,5.33,15.47,6.16,2024-02-04 00:00:00,2024-02-04 00:00:00
872,5,35,1.6626672493997707,14.59,13.43,29.89,6.61,2024-02-04 04:48:00,2024-02-04 04:48:00
873,5,35,1.0190753711644391,15.49,13.47,34.94,6.45,2024-02-04 09:36:00,2024-02-04 09:36:00
874,5,35,1.2346959447730927,24.13,6.39,32.86,5.94,2024-02-04 14:24:00,2024-02-04 14:24:00
875,5,35,1.8711211021825396,22.31,14.45,25.19,6.71,2024-02-04 19:12:00,2024-02-04 19:12:00
876,1,36,1.590446240601501,11.04,10.38,22.28,5.96,2024-02-05 00:00:00,2024-02-05 00:00:00
877,1,36,1.2690330436452104,11.61,13.39,28.87,6.66,2024-02-05 04:48:00,2024-02-05 04:48:00
878,1,36,1.994778335036346,10.21,6.52,26.29,6.47,2024-02-05 09:36:00,2024-02-05 09:36:00
879,1,36,1.935771746121036,13.44,5.68,26.46,5.81,2024-02-05 14:24:00,2024-02-05 14:24:00
880,1,36,1.139694478821753,10.78,5.69,33.21,6.74,2024-02-05 19:12:00,2024-02-05 19:12:00
881,2,36,1.550800431727092,27.4,11.13,32.05,5.88,2024-02-05 00:00:00,2024-02-05 00:00:00
882,2,36,1.0569483981192744,19.64,5.83,24.13,6.16,2024-02-05 04:48:00,2024-02-05 04:48:00
883,2,36,1.6451958601893466,21.26,11.29,19.81,5.8,2024-02-05 09:36:00,2024-02-05 09:36:00
884,2,36,1.450506365158712,29.72,6.72,23.55,6.75,2024-02-05 14:24:00,2024-02-05 14:24:00
885,2,36,1.56468244109086,24.27,9.71,25.52,6.74,2024-02-05 19:12:00,2024-02-05 19:12:00
886,3,36,1.5334041073983082,17.29,7.3,31.57,5.89,2024-02-05 00:00:00,2024-02-05 00:00:00
887,3,36,1.9493261473005328,18.72,9.83,16.16,6.67,2024-02-05 04:48:00,2024-02-05 04:48:00
888,3,36,1.5271683160177072,21.98,7.62,17.09,6.07,2024-02-05 09:36:00,2024-02-05 09:36:00
889,3,36,1.2332387172759658,29.06,5.02,30.43,6.23,2024-02-05 14:24:00,2024-02-05 14:24:00
890,3,36,1.2890680194806419,26.46,14.33,20.35,5.74,2024-02-05 19:12:00,2024-02-05 19:12:00
891,4,36,1.2559402970882236,11.48,8.05,33.03,6.32,2024-02-05 00:00:00,2024-02-05 00:00:00
892,4,36,1.3033706814185329,17.19,5.03,29.84,5.93,2024-02-05 04:48:00,2024-02-05 04:48:00
893,4,36,1.6096611036513586,18.74,11.96,19.74,6.7,2024-02-05 09:36:00,2024-02-05 09:36:00
894,4,36,1.0617630984574864,11.64,14.22,21.92,6.38,2024-02-05 14:24:00,2024-02-05 14:24:00
895,4,36,1.0543028465616522,28.86,8.68,31.3,6.07,2024-02-05 19:12:00,2024-02-05 19:12:00
896,5,36,1.9866667131194424,26.54,10.12,22.18,6.41,2024-02-05 00:00:00,2024-02-05 00:00:00
897,5,36,1.9974461266760484,23.15,9.4,20.49,5.69,2024-02-05 04:48:00,2024-02-05 04:48:00
898,5,36,1.7315434310336157,23.64,7.28,30.11,5.58,2024-02-05 09:36:00,2024-02-05 09:36:00
899,5,36,1.5392817092656084,25.33,14.48,27.99,5.7,2024-02-05 14:24:00,2024-02-05 14:24:00
900,5,36,1.526465900533207,11.26,11.79,34.15,6.42,2024-02-05 19:12:00,2024-02-05 19:12:00
901,1,37,1.4999585327622458,11.11,8.67,15.45,6.71,2024-02-06 00:00:00,2024-02-06 00:00:00
902,1,37,1.7046992016467475,20.16,11.84,30.29,6.77,2024-02-06 04:48:00,2024-02-06 04:48:00
903,1,37,1.1527450123944492,11.33,14.46,18.93,6.0,2024-02-06 09:36:00,2024-02-06 09:36:00
904,1,37,1.5073869277516498,14.15,10.63,32.31,6.87,2024-02-06 14:24:00,2024-02-06 14:24:00
905,1,37,1.378009334413504,14.11,8.76,15.62,5.99,2024-02-06 19:12:00,2024-02-06 19:12:00
906,2,37,1.797663374951029,25.96,14.07,16.91,5.81,2024-02-06 00:00:00,2024-02-06 00:00:00
907,2,37,1.0271428948427714,10.54,5.96,20.83,6.47,2024-02-06 04:48:00,2024-02-06 04:48:00
908,2,37,1.0472385219967282,21.69,8.69,20.08,6.6,2024-02-06 09:36:00,2024-02-06 09:36:00
909,2,37,1.299251949803697,15.22,6.24,22.29,6.46,2024-02-06 14:24:00,2024-02-06 14:24:00
910,2,37,1.0972717476076128,27.48,14.92,20.29,5.79,2024-02-06 19:12:00,2024-02-06 19:12:00
911,3,37,1.6618261607402771,15.74,9.42,19.38,6.39,2024-02-06 00:00:00,2024-02-06 00:00:00
912,3,37,1.5049033185685925,27.81,6.62,32.49,6.87,2024-02-06 04:48:00,2024-02-06 04:48:00
913,3,37,1.9296832931655594,16.96,11.64,18.42,5.54,2024-02-06 09:36:00,2024-02-06 09:36:00
914,3,37,1.3837704554430195,22.03,9.89,18.21,6.45,2024-02-06 14:24:00,2024-02-06 14:24:00
915,3,37,1.9747786098309874,14.93,13.79,26.54,6.86,2024-02-06 19:12:00,2024-02-06 19:12:00
916,4,37,1.729230730402195,22.68,6.35,26.79,6.21,2024-02-06 00:00:00,2024-02-06 00:00:00
917,4,37,1.6929257359477254,11.28,12.09,31.71,5.72,2024-02-06 04:48:00,2024-02-06 04:48:00
918,4,37,1.7819640733006352,14.92,5.52,28.96,5.75,2024-02-06 09:36:00,2024-02-06 09:36:00
919,4,37,1.7605268119563457,16.79,14.27,27.67,6.69,2024-02-06 14:24:00,2024-02-06 14:24:00
920,4,37,1.9914647306837217,20.24,8.0,29.91,6.93,2024-02-06 19:12:00,2024-02-06 19:12:00
921,5,37,1.363780392323949,14.23,6.89,33.15,6.52,2024-02-06 00:00:00,2024-02-06 00:00:00
922,5,37,1.3444342923854167,27.09,7.01,26.43,6.21,2024-02-06 04:48:00,2024-02-06 04:48:00
923,5,37,1.8746971168472026,23.01,13.59,20.94,5.87,2024-02-06 09:36:00,2024-02-06 09:36:00
924,5,37,1.7325707664739847,21.12,11.09,19.66,6.65,2024-02-06 14:24:00,2024-02-06 14:24:00
925,5,37,1.5360766964374872,20.73,12.28,23.05,5.97,2024-02-06 19:12:00,2024-02-06 19:12:00
926,1,38,1.884381362970763,16.56,7.43,29.51,6.64,2024-02-07 00:00:00,2024-02-07 00:00:00
927,1,38,1.0089638548682998,22.11,6.1,15.13,6.34,2024-02-07 04:48:00,2024-02-07 04:48:00
928,1,38,1.1943621672475102,24.37,12.66,17.3,6.21,2024-02-07 09:36:00,2024-02-07 09:36:00
929,1,38,1.534598000408438,10.37,10.94,30.82,6.71,2024-02-07 14:24:00,2024-02-07 14:24:00
930,1,38,1.6783564348242264,12.9,9.94,23.96,6.15,2024-02-07 19:12:00,2024-02-07 19:12:00
931,2,38,1.6754242687342487,16.37,7.73,30.18,6.71,2024-02-07 00:00:00,2024-02-07 00:00:00
932,2,38,1.5578558646883698,12.99,11.14,26.8,6.76,2024-02-07 04:48:00,2024-02-07 04:48:00
933,2,38,1.0157148792156843,21.99,7.75,26.45,6.09,2024-02-07 09:36:00,2024-02-07 09:36:00
934,2,38,1.9925687236751184,10.94,10.23,31.24,6.09,2024-02-07 14:24:00,2024-02-07 14:24:00
935,2,38,1.5099694769939904,19.5,7.69,25.3,6.36,2024-02-07 19:12:00,2024-02-07 19:12:00
936,3,38,1.3850250932982044,10.14,12.66,26.54,6.72,2024-02-07 00:00:00,2024-02-07 00:00:00
937,3,38,1.6063998790697873,25.63,7.0,16.87,6.99,2024-02-07 04:48:00,2024-02-07 04:48:00
938,3,38,1.6209674408307875,14.94,6.71,27.21,6.11,2024-02-07 09:36:00,2024-02-07 09:36:00
939,3,38,1.915967182064056,10.83,14.74,32.81,6.52,2024-02-07 14:24:00,2024-02-07 14:24:00
940,3,38,1.3127377994573628,27.01,11.91,23.68,5.65,2024-02-07 19:12:00,2024-02-07 19:12:00
941,4,38,1.0332715814872033,17.07,10.64,28.3,6.78,2024-02-07 00:00:00,2024-02-07 00:00:00
942,4,38,1.369356614435048,17.61,6.29,17.69,6.2,2024-02-07 04:48:00,2024-02-07 04:48:00
943,4,38,1.9612055740565015,11.66,7.21,15.08,6.09,2024-02-07 09:36:00,2024-02-07 09:36:00
944,4,38,1.763364510221761,13.26,5.22,24.07,6.22,2024-02-07 14:24:00,2024-02-07 14:24:00
945,4,38,1.8340917459910284,22.08,7.77,27.69,5.99,2024-02-07 19:12:00,2024-02-07 19:12:00
946,5,38,1.2517448202884112,29.96,14.69,28.76,5.62,2024-02-07 00:00:00,2024-02-07 00:00:00
947,5,38,1.7170816598008005,18.83,13.57,16.93,6.7,2024-02-07 04:48:00,2024-02-07 04:48:00
948,5,38,1.304489642977575,27.38,5.63,16.03,5.56,2024-02-07 09:36:00,2024-02-07 09:36:00
949,5,38,1.1658236290093151,21.16,13.27,30.23,6.62,2024-02-07 14:24:00,2024-02-07 14:24:00
950,5,38,1.7132252147382028,21.35,9.57,32.97,6.55,2024-02-07 19:12:00,2024-02-07 19:12:00
951,1,39,1.7343225314487376,19.51,10.12,21.52,6.12,2024-02-08 00:00:00,2024-02-08 00:00:00
952,1,39,1.3227532941862257,28.58,14.25,17.11,6.19,2024-02-08 04:48:00,2024-02-08 04:48:00
953,1,39,1.1376886637737176,29.24,11.58,27.84,6.9,2024-02-08 09:36:00,2024-02-08 09:36:00
954,1,39,1.2356506281558381,27.18,9.03,20.77,5.53,2024-02-08 14:24:00,2024-02-08 14:24:00
955,1,39,1.707602673877802,24.31,10.13,30.92,5.95,2024-02-08 19:12:00,2024-02-08 19:12:00
956,2,39,1.8269323860952964,14.69,11.21,15.75,6.92,2024-02-08 00:00:00,2024-02-08 00:00:00
957,2,39,1.6064385228025693,12.71,8.93,20.1,6.1,2024-02-08 04:48:00,2024-02-08 04:48:00
958,2,39,1.1026033884592268,27.86,7.52,29.55,5.7,2024-02-08 09:36:00,2024-02-08 09:36:00
959,2,39,1.0453563111393938,10.54,10.02,20.67,6.46,2024-02-08 14:24:00,2024-02-08 14:24:00
960,2,39,1.736090535331204,27.54,5.24,22.52,6.88,2024-02-08 19:12:00,2024-02-08 19:12:00
961,3,39,1.8177436115432608,26.57,8.12,19.94,6.28,2024-02-08 00:00:00,2024-02-08 00:00:00
962,3,39,1.7570774314374686,23.05,13.74,32.69,6.29,2024-02-08 04:48:00,2024-02-08 04:48:00
963,3,39,1.6536664883817322,17.21,13.36,21.77,6.82,2024-02-08 09:36:00,2024-02-08 09:36:00
964,3,39,1.2116368725087006,12.62,8.06,19.99,5.54,2024-02-08 14:24:00,2024-02-08 14:24:00
965,3,39,1.1599874493749187,14.2,8.55,22.23,5.61,2024-02-08 19:12:00,2024-02-08 19:12:00
966,4,39,1.9843037929365788,13.31,9.03,34.14,5.98,2024-02-08 00:00:00,2024-02-08 00:00:00
967,4,39,1.918098285391447,25.37,5.23,23.52,6.86,2024-02-08 04:48:00,2024-02-08 04:48:00
968,4,39,1.4940301632774386,22.81,9.13,34.91,6.38,2024-02-08 09:36:00,2024-02-08 09:36:00
969,4,39,1.6594141129112416,22.19,7.01,19.7,6.5,2024-02-08 14:24:00,2024-02-08 14:24:00
970,4,39,1.8038728772539594,29.32,10.1,15.56,6.59,2024-02-08 19:12:00,2024-02-08 19:12:00
971,5,39,1.681420657192799,14.84,11.01,16.53,5.88,2024-02-08 00:00:00,2024-02-08 00:00:00
972,5,39,1.3561919468717374,27.54,14.29,22.17,6.55,2024-02-08 04:48:00,2024-02-08 04:48:00
973,5,39,1.0024694269071621,10.4,5.09,25.32,5.9,2024-02-08 09:36:00,2024-02-08 09:36:00
974,5,39,1.5625649892767397,10.45,10.44,31.24,6.52,2024-02-08 14:24:00,2024-02-08 14:24:00
975,5,39,1.764570584041048,27.25,12.64,25.91,5.6,2024-02-08 19:12:00,2024-02-08 19:12:00
976,1,40,1.1152992985710715,20.49,5.23,24.28,6.3,2024-02-09 00:00:00,2024-02-09 00:00:00
977,1,40,1.0583206709111104,18.31,5.36,26.74,5.96,2024-02-09 04:48:00,2024-02-09 04:48:00
978,1,40,1.8059135188339934,13.37,9.8,29.11,6.15,2024-02-09 09:36:00,2024-02-09 09:36:00
979,1,40,1.3827347614782983,29.69,7.08,29.63,6.32,2024-02-09 14:24:00,2024-02-09 14:24:00
980,1,40,1.4367388446634268,20.59,10.09,30.19,6.26,2024-02-09 19:12:00,2024-02-09 19:12:00
981,2,40,1.8258310885727942,21.61,9.99,17.1,5.74,2024-02-09 00:00:00,2024-02-09 00:00:00
982,2,40,1.4878258594358522,19.32,9.7,29.48,6.04,2024-02-09 04:48:00,2024-02-09 04:48:00
983,2,40,1.6679417404038464,19.9,7.55,17.75,6.48,2024-02-09 09:36:00,2024-02-09 09:36:00
984,2,40,1.6542903001954676,14.66,10.17,21.15,5.89,2024-02-09 14:24:00,2024-02-09 14:24:00
985,2,40,1.9492711838293215,16.82,14.92,25.9,5.99,2024-02-09 19:12:00,2024-02-09 19:12:00
986,3,40,1.8806903038080027,29.94,7.15,23.37,6.22,2024-02-09 00:00:00,2024-02-09 00:00:00
987,3,40,1.7737236824715852,25.1,14.07,30.22,5.78,2024-02-09 04:48:00,2024-02-09 04:48:00
988,3,40,1.190030487971366,12.94,10.61,34.79,6.92,2024-02-09 09:36:00,2024-02-09 09:36:00
989,3,40,1.580126873439232,18.25,14.5,32.77,6.34,2024-02-09 14:24:00,2024-02-09 14:24:00
990,3,40,1.0140264674913597,25.61,5.27,16.28,5.54,2024-02-09 19:12:00,2024-02-09 19:12:00
991,4,40,1.6598638101460095,16.22,14.04,30.64,6.26,2024-02-09 00:00:00,2024-02-09 00:00:00
992,4,40,1.8207661226938274,24.48,12.59,32.23,6.25,2024-02-09 04:48:00,2024-02-09 04:48:00
993,4,40,1.7543867775889788,26.26,14.49,17.15,6.41,2024-02-09 09:36:00,2024-02-09 09:36:00
994,4,40,1.3749507050182603,15.24,8.1,20.36,5.98,2024-02-09 14:24:00,2024-02-09 14:24:00
995,4,40,1.295349379790774,16.85,12.2,19.32,6.51,2024-02-09 19:12:00,2024-02-09 19:12:00
996,5,40,1.3798843705877786,13.29,14.37,28.52,6.18,2024-02-09 00:00:00,2024-02-09 00:00:00
997,5,40,1.936310534067089,26.92,8.32,34.96,6.12,2024-02-09 04:48:00,2024-02-09 04:48:00
998,5,40,1.7721736922195697,21.57,11.77,24.55,6.1,2024-02-09 09:36:00,2024-02-09 09:36:00
999,5,40,1.6957553941085273,27.3,7.65,21.36,5.53,2024-02-09 14:24:00,2024-02-09 14:24:00
1000,5,40,1.1839392991646225,16.78,11.82,27.63,6.16,2024-02-09 19:12:00,2024-02-09 19:12:00
1001,1,41,1.0026674722029205,14.05,13.27,32.37,5.6,2024-02-10 00:00:00,2024-02-10 00:00:00
1002,1,41,1.440987023361648,23.08,8.19,28.0,6.78,2024-02-10 04:48:00,2024-02-10 04:48:00
1003,1,41,1.6835820411204867,20.69,10.95,20.44,5.61,2024-02-10 09:36:00,2024-02-10 09:36:00
1004,1,41,1.029241754548361,19.15,13.09,15.46,5.74,2024-02-10 14:24:00,2024-02-10 14:24:00
1005,1,41,1.6115620011102627,23.04,10.93,24.35,6.61,2024-02-10 19:12:00,2024-02-10 19:12:00
1006,2,41,1.5700765884936514,20.37,9.63,19.58,6.27,2024-02-10 00:00:00,2024-02-10 00:00:00
1007,2,41,1.9362379107757492,17.68,5.83,30.71,5.7,2024-02-10 04:48:00,2024-02-10 04:48:00
1008,2,41,1.0008243271523196,15.93,10.39,25.82,6.79,2024-02-10 09:36:00,2024-02-10 09:36:00
1009,2,41,1.243558131957692,19.95,12.05,22.34,6.05,2024-02-10 14:24:00,2024-02-10 14:24:00
1010,2,41,1.9632324080076775,21.54,5.7,16.85,6.71,2024-02-10 19:12:00,2024-02-10 19:12:00
1011,3,41,1.4783733792677485,17.35,13.17,15.55,5.73,2024-02-10 00:00:00,2024-02-10 00:00:00
1012,3,41,1.1182983950646284,20.58,14.25,32.59,6.28,2024-02-10 04:48:00,2024-02-10 04:48:00
1013,3,41,1.8670327594979317,18.59,11.23,22.52,6.95,2024-02-10 09:36:00,2024-02-10 09:36:00
1014,3,41,1.3539651327740243,21.65,7.92,33.47,6.38,2024-02-10 14:24:00,2024-02-10 14:24:00
1015,3,41,1.4811628606854697,10.19,8.74,26.08,5.96,2024-02-10 19:12:00,2024-02-10 19:12:00
1016,4,41,1.3593594810018053,14.4,8.07,28.6,5.61,2024-02-10 00:00:00,2024-02-10 00:00:00
1017,4,41,1.12316883125659,27.58,11.77,32.66,5.74,2024-02-10 04:48:00,2024-02-10 04:48:00
1018,4,41,1.7493274884144991,14.34,7.87,15.56,6.57,2024-02-10 09:36:00,2024-02-10 09:36:00
1019,4,41,1.6490692764899166,23.09,11.34,29.45,5.65,2024-02-10 14:24:00,2024-02-10 14:24:00
1020,4,41,1.5044541645089309,26.16,12.77,23.8,6.76,2024-02-10 19:12:00,2024-02-10 19:12:00
1021,5,41,1.6898446261348445,27.99,6.85,21.94,6.65,2024-02-10 00:00:00,2024-02-10 00:00:00
1022,5,41,1.6666708124571055,16.83,5.7,34.27,6.63,2024-02-10 04:48:00,2024-02-10 04:48:00
1023,5,41,1.894743838647655,17.3,6.25,28.38,6.69,2024-02-10 09:36:00,2024-02-10 09:36:00
1024,5,41,1.5446229906144748,15.52,13.71,24.58,6.87,2024-02-10 14:24:00,2024-02-10 14:24:00
1025,5,41,1.5335611396088051,23.01,7.84,16.67,5.88,2024-02-10 19:12:00,2024-02-10 19:12:00
1026,1,42,1.3195469006686102,26.97,8.05,24.32,6.73,2024-02-11 00:00:00,2024-02-11 00:00:00
1027,1,42,1.9901353538090678,16.05,10.55,25.98,6.37,2024-02-11 04:48:00,2024-02-11 04:48:00
1028,1,42,1.9978665454848836,11.39,8.34,30.86,6.24,2024-02-11 09:36:00,2024-02-11 09:36:00
1029,1,42,1.0247115468254144,14.18,9.9,26.78,5.72,2024-02-11 14:24:00,2024-02-11 14:24:00
1030,1,42,1.7797415461631716,26.53,8.65,19.72,5.76,2024-02-11 19:12:00,2024-02-11 19:12:00
1031,2,42,1.496333783960758,16.62,6.65,28.36,6.21,2024-02-11 00:00:00,2024-02-11 00:00:00
1032,2,42,1.9069883560472083,18.3,7.19,24.95,5.92,2024-02-11 04:48:00,2024-02-11 04:48:00
1033,2,42,1.9428410205557154,16.85,6.25,23.92,6.83,2024-02-11 09:36:00,2024-02-11 09:36:00
1034,2,42,1.926937246081978,16.87,7.99,27.09,5.77,2024-02-11 14:24:00,2024-02-11 14:24:00
1035,2,42,1.3913855097934391,27.98,9.32,15.18,6.4,2024-02-11 19:12:00,2024-02-11 19:12:00
1036,3,42,1.8744485858926914,29.94,13.88,18.37,6.92,2024-02-11 00:00:00,2024-02-11 00:00:00
1037,3,42,1.1331472227548094,12.48,6.44,23.7,5.91,2024-02-11 04:48:00,2024-02-11 04:48:00
1038,3,42,1.5251286175432561,15.21,6.62,19.27,5.84,2024-02-11 09:36:00,2024-02-11 09:36:00
1039,3,42,1.2549016986437118,24.73,7.19,19.9,6.1,2024-02-11 14:24:00,2024-02-11 14:24:00
1040,3,42,1.1124000053626952,13.48,5.5,30.94,6.05,2024-02-11 19:12:00,2024-02-11 19:12:00
1041,4,42,1.5035028425518755,24.55,10.71,21.29,6.02,2024-02-11 00:00:00,2024-02-11 00:00:00
1042,4,42,1.8079798977514567,12.49,10.29,22.71,6.27,2024-02-11 04:48:00,2024-02-11 04:48:00
1043,4,42,1.8174937465369299,28.08,7.24,28.09,6.38,2024-02-11 09:36:00,2024-02-11 09:36:00
1044,4,42,1.4135066362370545,16.86,14.8,18.63,5.64,2024-02-11 14:24:00,2024-02-11 14:24:00
1045,4,42,1.0129874457288437,18.71,10.96,21.11,6.32,2024-02-11 19:12:00,2024-02-11 19:12:00
1046,5,42,1.1911282768331466,12.31,14.47,16.91,6.95,2024-02-11 00:00:00,2024-02-11 00:00:00
1047,5,42,1.4135727916365775,26.84,10.44,15.67,6.4,2024-02-11 04:48:00,2024-02-11 04:48:00
1048,5,42,1.4226843781006548,21.52,7.65,29.78,5.52,2024-02-11 09:36:00,2024-02-11 09:36:00
1049,5,42,1.83733365758685,10.33,7.53,35.0,6.29,2024-02-11 14:24:00,2024-02-11 14:24:00
1050,5,42,1.4953722267695029,22.18,14.65,24.18,6.07,2024-02-11 19:12:00,2024-02-11 19:12:00
1051,1,43,1.0644162762516682,13.11,13.18,24.46,6.87,2024-02-12 00:00:00,2024-02-12 00:00:00
1052,1,43,1.5844886106122726,21.82,7.73,28.77,5.56,2024-02-12 04:48:00,2024-02-12 04:48:00
1053,1,43,1.3352336027407663,25.03,9.45,21.02,6.33,2024-02-12 09:36:00,2024-02-12 09:36:00
1054,1,43,1.3166779314224348,11.69,6.68,27.04,6.13,2024-02-12 14:24:00,2024-02-12 14:24:00
1055,1,43,1.274929818799488,29.39,14.32,32.47,6.39,2024-02-12 19:12:00,2024-02-12 19:12:00
1056,2,43,1.9477799977925718,11.6,10.81,24.11,6.72,2024-02-12 00:00:00,2024-02-12 00:00:00
1057,2,43,1.825805643592372,14.69,10.87,31.69,5.87,2024-02-12 04:48:00,2024-02-12 04:48:00
1058,2,43,1.5004695470127827,26.12,8.4,23.1,6.49,2024-02-12 09:36:00,2024-02-12 09:36:00
1059,2,43,1.2691259458995978,17.92,5.24,25.83,5.75,2024-02-12 14:24:00,2024-02-12 14:24:00
1060,2,43,1.4878280972495213,19.28,7.31,29.83,6.44,2024-02-12 19:12:00,2024-02-12 19:12:00
1061,3,43,1.3396980283560764,24.24,7.78,28.7,6.68,2024-02-12 00:00:00,2024-02-12 00:00:00
1062,3,43,1.9266672877421427,23.16,14.01,24.75,6.57,2024-02-12 04:48:00,2024-02-12 04:48:00
1063,3,43,1.0379175784228645,17.4,9.15,15.85,6.22,2024-02-12 09:36:00,2024-02-12 09:36:00
1064,3,43,1.3220330880564686,15.67,6.27,17.16,5.69,2024-02-12 14:24:00,2024-02-12 14:24:00
1065,3,43,1.5872178151404335,29.15,11.38,27.17,6.09,2024-02-12 19:12:00,2024-02-12 19:12:00
1066,4,43,1.6977150603937796,24.58,9.7,15.17,6.9,2024-02-12 00:00:00,2024-02-12 00:00:00
1067,4,43,1.4442645214260148,19.2,11.63,29.37,7.0,2024-02-12 04:48:00,2024-02-12 04:48:00
1068,4,43,1.6687970456511911,12.74,5.95,30.15,6.5,2024-02-12 09:36:00,2024-02-12 09:36:00
1069,4,43,1.9085022196105377,12.79,6.56,31.96,5.71,2024-02-12 14:24:00,2024-02-12 14:24:00
